referrer,views_total,views_unique
Google,218,38
microbiomejournal.biomedcentral.com,58,9
github.com,34,10
hub.docker.com,14,2
chatgpt.com,7,3
cn.bing.com,3,2
bioinformaticshome.com,3,1
Bing,3,1
repository.publisso.de,2,2
metagenlab.github.io,2,1
