referrer,views_total,views_unique
Google,167,35
microbiomejournal.biomedcentral.com,45,13
github.com,17,6
Bing,14,4
repository.publisso.de,12,5
cn.bing.com,9,3
hub.docker.com,5,2
chatgpt.com,4,2
ecosia.org,2,1
search.brave.com,2,1
