referrer,views_total,views_unique
Google,142,28
statics.teams.cdn.office.net,19,1
microbiomejournal.biomedcentral.com,17,10
Bing,17,3
repository.publisso.de,12,6
chatgpt.com,11,1
github.com,8,6
nature.com,7,1
link.springer.com,5,1
cn.bing.com,1,1
