time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-28 00:00:00+00:00,2,2,13,8
2026-03-01 00:00:00+00:00,1,1,11,5
2026-03-02 00:00:00+00:00,4,3,45,19
2026-03-03 00:00:00+00:00,0,0,35,11
2026-03-04 00:00:00+00:00,1,1,18,10
2026-03-05 00:00:00+00:00,3,3,30,14
2026-03-06 00:00:00+00:00,0,0,11,8
2026-03-07 00:00:00+00:00,0,0,7,5
2026-03-08 00:00:00+00:00,1,1,11,6
2026-03-09 00:00:00+00:00,2,2,27,15
2026-03-10 00:00:00+00:00,1,1,24,11
2026-03-11 00:00:00+00:00,1,1,28,11
2026-03-12 00:00:00+00:00,3,2,55,17
2026-03-13 00:00:00+00:00,2,2,80,15
