referrer,views_total,views_unique
Google,195,52
microbiomejournal.biomedcentral.com,33,7
Bing,23,7
github.com,23,6
cn.bing.com,8,4
DuckDuckGo,3,2
chatgpt.com,3,2
ecosia.org,2,1
link.springer.com,2,1
repository.publisso.de,1,1
