time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-30 00:00:00+00:00,34,13,104,10
2026-07-01 00:00:00+00:00,11,7,50,12
2026-07-02 00:00:00+00:00,2,2,43,10
2026-07-03 00:00:00+00:00,10,8,38,7
2026-07-04 00:00:00+00:00,14,10,43,6
2026-07-05 00:00:00+00:00,20,7,31,2
2026-07-06 00:00:00+00:00,2,2,24,7
2026-07-07 00:00:00+00:00,6,4,28,8
2026-07-08 00:00:00+00:00,4,3,24,7
2026-07-09 00:00:00+00:00,6,5,6,4
2026-07-10 00:00:00+00:00,5,5,29,8
2026-07-11 00:00:00+00:00,6,6,12,11
2026-07-12 00:00:00+00:00,3,3,14,14
2026-07-13 00:00:00+00:00,3,3,13,6
