time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-04 00:00:00+00:00,1,1,57,8
2026-04-05 00:00:00+00:00,3,2,7,4
2026-04-06 00:00:00+00:00,2,2,7,5
2026-04-07 00:00:00+00:00,3,2,8,7
2026-04-08 00:00:00+00:00,6,5,26,8
2026-04-09 00:00:00+00:00,12,9,132,11
2026-04-10 00:00:00+00:00,26,6,46,9
2026-04-11 00:00:00+00:00,2,2,22,6
2026-04-12 00:00:00+00:00,1,1,14,6
2026-04-13 00:00:00+00:00,3,3,26,15
2026-04-14 00:00:00+00:00,3,2,32,10
2026-04-15 00:00:00+00:00,1,1,50,10
2026-04-16 00:00:00+00:00,3,3,76,10
2026-04-17 00:00:00+00:00,4,3,37,12
