referrer,views_total,views_unique
Google,217,40
cn.bing.com,64,4
microbiomejournal.biomedcentral.com,44,12
github.com,24,10
Bing,14,4
repository.publisso.de,12,5
chatgpt.com,5,3
hub.docker.com,5,2
ecosia.org,2,1
search.brave.com,2,1
