referrer,views_total,views_unique
Google,201,52
microbiomejournal.biomedcentral.com,36,9
github.com,32,6
Bing,22,6
cn.bing.com,4,3
DuckDuckGo,3,2
chatgpt.com,3,2
ecosia.org,2,1
link.springer.com,2,1
repository.publisso.de,1,1
