referrer,views_total,views_unique
Google,450,47
Bing,104,8
microbiomejournal.biomedcentral.com,79,17
ncbi.nlm.nih.gov,26,1
github.com,10,7
repository.publisso.de,8,3
link.springer.com,3,2
cn.bing.com,3,2
forum.qiime2.org,1,1
Baidu,1,1
