referrer,views_total,views_unique
Google,193,36
github.com,15,7
microbiomejournal.biomedcentral.com,14,7
Bing,7,3
link.springer.com,7,1
genomebiology.biomedcentral.com,4,1
search.brave.com,4,1
repository.publisso.de,3,3
yandex.ru,3,3
chatgpt.com,2,2
