time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-07 00:00:00+00:00,3,3,13,5
2026-05-08 00:00:00+00:00,5,5,38,8
2026-05-09 00:00:00+00:00,3,2,7,1
2026-05-10 00:00:00+00:00,3,3,42,1
2026-05-11 00:00:00+00:00,0,0,16,5
2026-05-12 00:00:00+00:00,4,3,7,4
2026-05-13 00:00:00+00:00,2,2,3,3
2026-05-14 00:00:00+00:00,2,2,22,4
2026-05-15 00:00:00+00:00,7,6,7,3
2026-05-16 00:00:00+00:00,3,2,3,1
2026-05-17 00:00:00+00:00,3,1,15,2
2026-05-18 00:00:00+00:00,7,6,85,8
2026-05-19 00:00:00+00:00,9,8,16,5
2026-05-20 00:00:00+00:00,8,8,23,6
