time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-13 00:00:00+00:00,5,3,9,7
2026-06-14 00:00:00+00:00,1,1,9,5
2026-06-15 00:00:00+00:00,57,26,17,1
2026-06-16 00:00:00+00:00,24,14,15,5
2026-06-17 00:00:00+00:00,2,2,72,9
2026-06-18 00:00:00+00:00,5,3,54,14
2026-06-19 00:00:00+00:00,26,9,26,9
2026-06-20 00:00:00+00:00,4,3,8,6
2026-06-21 00:00:00+00:00,21,9,15,3
2026-06-22 00:00:00+00:00,1,1,21,7
2026-06-23 00:00:00+00:00,9,6,34,8
2026-06-24 00:00:00+00:00,13,7,38,8
2026-06-25 00:00:00+00:00,47,17,8,5
2026-06-26 00:00:00+00:00,7,4,17,6
