time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-22 00:00:00+00:00,4,4,14,6
2026-07-23 00:00:00+00:00,0,0,40,12
2026-07-24 00:00:00+00:00,4,3,20,8
2026-07-25 00:00:00+00:00,1,1,6,6
2026-07-26 00:00:00+00:00,2,2,8,4
2026-07-27 00:00:00+00:00,2,2,21,10
2026-07-28 00:00:00+00:00,3,3,4,3
2026-07-29 00:00:00+00:00,14,8,30,12
2026-07-30 00:00:00+00:00,8,6,25,10
2026-07-31 00:00:00+00:00,4,3,33,23
2026-08-01 00:00:00+00:00,0,0,3,2
2026-08-02 00:00:00+00:00,3,3,57,5
2026-08-03 00:00:00+00:00,3,3,25,14
2026-08-04 00:00:00+00:00,20,19,28,10
