referrer,views_total,views_unique
Google,48,25
Bing,32,3
github.com,16,9
link.springer.com,7,3
Yahoo,4,2
ecosia.org,3,1
DuckDuckGo,2,1
repository.publisso.de,2,1
com.slack,1,1
