referrer,views_total,views_unique
Google,224,39
microbiomejournal.biomedcentral.com,52,8
github.com,33,10
link.springer.com,7,1
cn.bing.com,6,4
Bing,6,2
search.brave.com,4,1
genomebiology.biomedcentral.com,4,1
yandex.ru,3,3
repository.publisso.de,2,2
