time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-30 00:00:00+00:00,4,3,48,10
2026-01-31 00:00:00+00:00,5,5,11,4
2026-02-01 00:00:00+00:00,9,4,11,4
2026-02-02 00:00:00+00:00,8,5,31,12
2026-02-03 00:00:00+00:00,4,4,73,14
2026-02-04 00:00:00+00:00,20,5,240,14
2026-02-05 00:00:00+00:00,6,5,124,17
2026-02-06 00:00:00+00:00,6,4,43,10
2026-02-07 00:00:00+00:00,0,0,16,5
2026-02-08 00:00:00+00:00,1,1,19,7
2026-02-09 00:00:00+00:00,3,2,61,15
2026-02-10 00:00:00+00:00,8,7,26,14
2026-02-11 00:00:00+00:00,21,5,75,11
2026-02-12 00:00:00+00:00,5,4,43,13
