time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-17 00:00:00+00:00,2,2,72,9
2026-06-18 00:00:00+00:00,5,3,54,14
2026-06-19 00:00:00+00:00,26,9,26,9
2026-06-20 00:00:00+00:00,4,3,8,6
2026-06-21 00:00:00+00:00,21,9,15,3
2026-06-22 00:00:00+00:00,1,1,21,7
2026-06-23 00:00:00+00:00,9,6,34,8
2026-06-24 00:00:00+00:00,13,7,38,8
2026-06-25 00:00:00+00:00,47,17,8,5
2026-06-26 00:00:00+00:00,7,4,17,6
2026-06-27 00:00:00+00:00,0,0,7,4
2026-06-28 00:00:00+00:00,0,0,11,6
2026-06-29 00:00:00+00:00,26,16,57,8
2026-06-30 00:00:00+00:00,34,13,104,10
