referrer,views_total,views_unique
Google,179,52
microbiomejournal.biomedcentral.com,33,9
github.com,31,7
Bing,17,4
cn.bing.com,4,3
ecosia.org,4,2
DuckDuckGo,3,2
chatgpt.com,3,2
link.springer.com,2,1
link.gitcode.com,1,1
