time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-21 00:00:00+00:00,7,6,42,12
2026-04-22 00:00:00+00:00,6,5,23,6
2026-04-23 00:00:00+00:00,13,5,12,8
2026-04-24 00:00:00+00:00,7,5,37,9
2026-04-25 00:00:00+00:00,11,11,4,3
2026-04-26 00:00:00+00:00,2,2,5,3
2026-04-27 00:00:00+00:00,3,3,10,4
2026-04-28 00:00:00+00:00,0,0,24,8
2026-04-29 00:00:00+00:00,5,4,47,9
2026-04-30 00:00:00+00:00,3,2,6,4
2026-05-01 00:00:00+00:00,6,3,7,4
2026-05-02 00:00:00+00:00,2,1,2,2
2026-05-03 00:00:00+00:00,5,3,11,4
2026-05-04 00:00:00+00:00,2,2,2,2
