referrer,views_total,views_unique
Google,75,24
microbiomejournal.biomedcentral.com,68,9
github.com,22,9
webmail.univ-rouen.fr,18,1
vm-biotoul.toulouse.inrae.fr,11,1
researchgate.net,9,1
repository.publisso.de,4,3
chatgpt.com,4,1
Bing,4,1
nature.pubapi.xyz,3,1
