time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-19 00:00:00+00:00,9,8,16,5
2026-05-20 00:00:00+00:00,8,8,23,6
2026-05-21 00:00:00+00:00,5,3,17,7
2026-05-22 00:00:00+00:00,4,3,21,8
2026-05-23 00:00:00+00:00,3,2,22,3
2026-05-24 00:00:00+00:00,5,4,6,2
2026-05-25 00:00:00+00:00,31,6,5,3
2026-05-26 00:00:00+00:00,36,21,34,7
2026-05-27 00:00:00+00:00,7,4,14,4
2026-05-28 00:00:00+00:00,9,9,13,7
2026-05-29 00:00:00+00:00,3,3,14,7
2026-05-30 00:00:00+00:00,3,3,11,8
2026-05-31 00:00:00+00:00,0,0,36,8
2026-06-01 00:00:00+00:00,3,2,10,2
