time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-03 00:00:00+00:00,5,3,11,4
2026-05-04 00:00:00+00:00,2,2,2,2
2026-05-05 00:00:00+00:00,5,3,3,2
2026-05-06 00:00:00+00:00,2,1,10,5
2026-05-07 00:00:00+00:00,3,3,13,5
2026-05-08 00:00:00+00:00,5,5,38,8
2026-05-09 00:00:00+00:00,3,2,7,1
2026-05-10 00:00:00+00:00,3,3,42,1
2026-05-11 00:00:00+00:00,0,0,16,5
2026-05-12 00:00:00+00:00,4,3,7,4
2026-05-13 00:00:00+00:00,2,2,3,3
2026-05-14 00:00:00+00:00,2,2,22,4
2026-05-15 00:00:00+00:00,7,6,7,3
2026-05-16 00:00:00+00:00,3,2,3,1
