referrer,views_total,views_unique
Google,209,38
microbiomejournal.biomedcentral.com,31,8
github.com,30,13
cn.bing.com,14,4
Bing,13,4
repository.publisso.de,12,9
metagenlab.github.io,6,2
yandex.ru,3,3
link.csdn.net,3,1
nature.com,2,1
