time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-17 00:00:00+00:00,0,0,8,6
2026-02-18 00:00:00+00:00,15,6,47,9
2026-02-19 00:00:00+00:00,4,4,18,8
2026-02-20 00:00:00+00:00,1,1,2,2
2026-02-21 00:00:00+00:00,2,2,12,5
2026-02-22 00:00:00+00:00,6,5,13,5
2026-02-23 00:00:00+00:00,3,3,24,12
2026-02-24 00:00:00+00:00,7,4,12,9
2026-02-25 00:00:00+00:00,5,4,32,8
2026-02-26 00:00:00+00:00,7,7,29,16
2026-02-27 00:00:00+00:00,7,7,34,11
2026-02-28 00:00:00+00:00,2,2,13,8
2026-03-01 00:00:00+00:00,1,1,11,5
2026-03-02 00:00:00+00:00,4,3,45,19
