referrer,views_total,views_unique
Google,147,33
github.com,68,16
link.springer.com,15,3
bio.tools,13,1
ecosia.org,6,1
frl.publisso.de,5,1
repository.publisso.de,3,3
Bing,2,2
chatgpt.com,2,1
DuckDuckGo,1,1
