referrer,views_total,views_unique
Google,179,22
Bing,62,7
microbiomejournal.biomedcentral.com,21,6
repository.publisso.de,12,3
chatgpt.com,8,3
github.com,5,3
nature.com,1,1
cn.bing.com,1,1
DuckDuckGo,1,1
