referrer,views_total,views_unique
Google,159,33
github.com,26,7
link.springer.com,22,4
repository.publisso.de,12,5
Bing,10,4
microbiomejournal.biomedcentral.com,10,4
chatgpt.com,4,1
nature.com,2,1
DuckDuckGo,1,1
ncbi.nlm.nih.gov,1,1
