time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-09 00:00:00+00:00,6,5,6,4
2026-07-10 00:00:00+00:00,5,5,29,8
2026-07-11 00:00:00+00:00,6,6,12,11
2026-07-12 00:00:00+00:00,3,3,14,14
2026-07-13 00:00:00+00:00,3,3,13,6
2026-07-14 00:00:00+00:00,7,7,11,5
2026-07-15 00:00:00+00:00,3,2,8,5
2026-07-16 00:00:00+00:00,20,10,71,9
2026-07-17 00:00:00+00:00,7,4,16,8
2026-07-18 00:00:00+00:00,3,2,11,5
2026-07-19 00:00:00+00:00,1,1,6,2
2026-07-20 00:00:00+00:00,4,4,35,10
2026-07-21 00:00:00+00:00,2,2,19,8
2026-07-22 00:00:00+00:00,4,4,14,6
