referrer,views_total,views_unique
Google,129,28
link.springer.com,17,2
github.com,13,7
repository.publisso.de,9,4
DuckDuckGo,9,2
nature.com,5,2
Bing,1,1
chatgpt.com,1,1
ncbi.nlm.nih.gov,1,1
