referrer,views_total,views_unique
Google,245,41
microbiomejournal.biomedcentral.com,64,10
github.com,40,12
hub.docker.com,14,2
chatgpt.com,7,3
cn.bing.com,4,3
bioinformaticshome.com,3,1
repository.publisso.de,2,2
metagenlab.github.io,2,1
DuckDuckGo,2,1
