referrer,views_total,views_unique
Google,172,54
microbiomejournal.biomedcentral.com,34,10
github.com,26,8
repository.publisso.de,9,3
ecosia.org,6,3
cn.bing.com,4,3
chatgpt.com,4,2
DuckDuckGo,3,2
Bing,2,1
link.springer.com,2,1
