referrer,views_total,views_unique
Google,213,34
link.springer.com,19,2
github.com,14,7
repository.publisso.de,13,6
nature.com,5,2
chatgpt.com,4,2
Bing,1,1
DuckDuckGo,1,1
ncbi.nlm.nih.gov,1,1
