time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-26 00:00:00+00:00,36,21,34,7
2026-05-27 00:00:00+00:00,7,4,14,4
2026-05-28 00:00:00+00:00,9,9,13,7
2026-05-29 00:00:00+00:00,3,3,14,7
2026-05-30 00:00:00+00:00,3,3,11,8
2026-05-31 00:00:00+00:00,0,0,36,8
2026-06-01 00:00:00+00:00,3,2,10,2
2026-06-02 00:00:00+00:00,2,2,2,2
2026-06-03 00:00:00+00:00,4,3,12,6
2026-06-04 00:00:00+00:00,2,2,14,5
2026-06-05 00:00:00+00:00,2,2,10,6
2026-06-06 00:00:00+00:00,0,0,6,4
2026-06-07 00:00:00+00:00,0,0,4,3
2026-06-08 00:00:00+00:00,3,3,9,5
