referrer,views_total,views_unique
github.com,51,10
Google,41,20
link.springer.com,10,6
Bing,4,3
ecosia.org,3,1
DuckDuckGo,2,1
Yahoo,1,1
com.slack,1,1
repository.publisso.de,1,1
