time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-21 00:00:00+00:00,2,2,12,5
2026-02-22 00:00:00+00:00,6,5,13,5
2026-02-23 00:00:00+00:00,3,3,24,12
2026-02-24 00:00:00+00:00,7,4,12,9
2026-02-25 00:00:00+00:00,5,4,32,8
2026-02-26 00:00:00+00:00,7,7,29,16
2026-02-27 00:00:00+00:00,7,7,34,11
2026-02-28 00:00:00+00:00,2,2,13,8
2026-03-01 00:00:00+00:00,1,1,11,5
2026-03-02 00:00:00+00:00,4,3,45,19
2026-03-03 00:00:00+00:00,0,0,35,11
2026-03-04 00:00:00+00:00,1,1,18,10
2026-03-05 00:00:00+00:00,3,3,30,14
2026-03-06 00:00:00+00:00,0,0,11,8
