url_path,views_total,views_unique
/hzi-bifo/traitar,74,38
/hzi-bifo/traitar/blob/master/INSTALL.md,47,12
/hzi-bifo/traitar/tree/master/traitar,18,10
/hzi-bifo/traitar/tree/master/traitar/data,13,6
/hzi-bifo/traitar/blob/master/traits.tsv,12,9
/hzi-bifo/traitar/blob/master/README.md,9,4
/hzi-bifo/traitar/blob/master/workflow.png,6,3
/hzi-bifo/traitar/tree/master/traitar/data/sample_data,5,3
/hzi-bifo/traitar/commit/43a8b49bd9363bb8fa7e11caf2ab2dbcadd2951e,4,3
/hzi-bifo/traitar/blob/master/Dockerfile,3,3
