referrer,views_total,views_unique
Google,25,15
Bing,10,3
cn.bing.com,7,2
bioweb.pasteur.fr,7,1
journals.asm.org,5,3
github.com,1,1
cell.com,1,1
sciencedirect.com,1,1
in.search.yahoo.com,1,1
