url_path,views_total,views_unique
/hzi-bifo/traitar,27,18
/hzi-bifo/traitar/tree/master/traitar,16,3
/hzi-bifo/traitar/tree/master/traitar/data/sample_data,16,2
/hzi-bifo/traitar/tree/master/traitar/data,14,3
/hzi-bifo/traitar/blob/master/INSTALL.md,12,5
/hzi-bifo/traitar/blob/master/traitar/data/sample_data/samples.txt,10,2
/hzi-bifo/traitar/blob/master/traits.tsv,6,3
/hzi-bifo/traitar/tree/master/traitar/data/models,3,1
/hzi-bifo/traitar/blob/master/traitar/data/models/phypat.tar.gz,2,1
/hzi-bifo/traitar/blob/master/traitar/data/sample_data/1457190.3.RefSeq.faa,2,1
