referrer,views_total,views_unique
Google,25,14
cn.bing.com,11,2
journals.asm.org,10,6
microbe.net,8,3
t.co,6,1
jianshu.com,5,1
Bing,2,2
bio.tools,1,1
iopscience.iop.org,1,1
chatgpt.com,1,1
