referrer,views_total,views_unique
Google,62,11
journals.asm.org,38,5
cn.bing.com,15,2
Bing,14,4
bioweb.pasteur.fr,2,1
kazumaxneo.hatenablog.com,2,1
chatgpt.com,2,1
github.com,1,1
