referrer,views_total,views_unique
Google,25,7
Bing,20,6
journals.asm.org,9,4
statics.teams.cdn.office.net,6,1
cn.bing.com,5,4
chatgpt.com,3,3
qwant.com,1,1
kazumaxneo.hatenablog.com,1,1
