referrer,views_total,views_unique
Google,79,42
academic.oup.com,26,10
github.com,4,3
pmc.ncbi.nlm.nih.gov,3,1
xuchangqing.feishu.cn,2,1
bioconda.github.io,1,1
ecosia.org,1,1
