referrer,views_total,views_unique
Google,108,59
academic.oup.com,11,9
github.com,11,6
helmholtz.software,9,3
Bing,3,3
cn.bing.com,2,2
elearning.unideb.hu,2,2
cgsb.miraheze.org,1,1
hatenablog-parts.com,1,1
