referrer,views_total,views_unique
Google,71,45
Bing,4,4
github.com,4,2
hatenablog-parts.com,3,1
kazumaxneo.hatenablog.com,1,1
rna-seqblog.com,1,1
cn.bing.com,1,1
biotreasury.rjmart.cn,1,1
academic.oup.com,1,1
