url_path,views_total,views_unique
/hzi-bifo/RiboDetector,122,82
/hzi-bifo/RiboDetector/blob/pip/README.md,13,3
/hzi-bifo/RiboDetector/tree/pip/ribodetector,10,5
/hzi-bifo/RiboDetector/blob/pip/ribodetector/model/model_cpu.py,9,1
/hzi-bifo/RiboDetector/releases,7,4
/hzi-bifo/RiboDetector/issues,7,2
/hzi-bifo/RiboDetector/blob/pip/ribodetector/detect_cpu.py,4,2
/hzi-bifo/RiboDetector/issues/1,4,1
/hzi-bifo/RiboDetector/blob/pip/ribodetector/base/base_model.py,3,1
/hzi-bifo/RiboDetector/blob/pip/ribodetector/benchmarks/benchmarks.jpg,3,1
