referrer,views_total,views_unique
Google,88,45
Bing,9,7
github.com,5,3
academic.oup.com,3,3
hatenablog-parts.com,2,1
kazumaxneo.hatenablog.com,1,1
biotreasury.rjmart.cn,1,1
rna-seqblog.com,1,1
