time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-19 00:00:00+00:00,1,1,6,6
2026-02-20 00:00:00+00:00,2,2,22,8
2026-02-21 00:00:00+00:00,4,4,10,5
2026-02-22 00:00:00+00:00,1,1,3,2
2026-02-23 00:00:00+00:00,2,2,73,13
2026-02-24 00:00:00+00:00,0,0,16,9
2026-02-25 00:00:00+00:00,3,3,56,14
2026-02-26 00:00:00+00:00,1,1,51,13
2026-02-27 00:00:00+00:00,3,3,11,9
2026-02-28 00:00:00+00:00,1,1,1,1
2026-03-01 00:00:00+00:00,1,1,4,4
2026-03-02 00:00:00+00:00,1,1,10,9
2026-03-03 00:00:00+00:00,1,1,24,17
2026-03-04 00:00:00+00:00,1,1,24,12
