time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-02 00:00:00+00:00,1,1,10,9
2026-03-03 00:00:00+00:00,1,1,24,17
2026-03-04 00:00:00+00:00,1,1,24,12
2026-03-05 00:00:00+00:00,3,3,14,7
2026-03-06 00:00:00+00:00,0,0,9,7
2026-03-07 00:00:00+00:00,0,0,5,3
2026-03-08 00:00:00+00:00,0,0,2,2
2026-03-09 00:00:00+00:00,0,0,19,10
2026-03-10 00:00:00+00:00,1,1,11,7
2026-03-11 00:00:00+00:00,0,0,29,12
2026-03-12 00:00:00+00:00,0,0,7,5
2026-03-13 00:00:00+00:00,3,3,19,14
2026-03-14 00:00:00+00:00,4,4,2,2
2026-03-15 00:00:00+00:00,0,0,1,1
