time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-27 00:00:00+00:00,2,1,6,3
2026-06-28 00:00:00+00:00,1,1,2,2
2026-06-29 00:00:00+00:00,0,0,10,8
2026-06-30 00:00:00+00:00,1,1,11,8
2026-07-01 00:00:00+00:00,2,1,12,10
2026-07-02 00:00:00+00:00,0,0,6,6
2026-07-03 00:00:00+00:00,1,1,4,3
2026-07-04 00:00:00+00:00,1,1,0,0
2026-07-05 00:00:00+00:00,2,2,3,2
2026-07-06 00:00:00+00:00,0,0,6,5
2026-07-07 00:00:00+00:00,1,1,6,6
2026-07-08 00:00:00+00:00,3,3,9,8
2026-07-09 00:00:00+00:00,6,6,3,2
2026-07-10 00:00:00+00:00,4,4,4,4
