referrer,views_total,views_unique
Google,76,41
Bing,18,4
github.com,13,3
academic.oup.com,7,2
safe.menlosecurity.com,6,3
statics.teams.cdn.office.net,3,1
scl.kyoto-u.ac.jp,2,1
chatgpt.com,1,1
nf-co.re,1,1
