time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-12 00:00:00+00:00,2,2,10,6
2026-08-13 00:00:00+00:00,1,1,9,9
2026-08-14 00:00:00+00:00,2,2,36,8
2026-08-15 00:00:00+00:00,0,0,2,2
2026-08-16 00:00:00+00:00,2,2,0,0
2026-08-17 00:00:00+00:00,1,1,42,6
2026-08-18 00:00:00+00:00,1,1,8,6
2026-08-19 00:00:00+00:00,3,3,12,10
2026-08-20 00:00:00+00:00,47,3,6,5
2026-08-21 00:00:00+00:00,4,2,9,4
2026-08-22 00:00:00+00:00,1,1,3,2
2026-08-23 00:00:00+00:00,2,1,2,2
2026-08-24 00:00:00+00:00,1,1,18,6
2026-08-25 00:00:00+00:00,4,3,38,7
