time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-30 00:00:00+00:00,0,0,9,4
2026-05-31 00:00:00+00:00,0,0,2,2
2026-06-01 00:00:00+00:00,2,2,4,3
2026-06-02 00:00:00+00:00,2,2,9,6
2026-06-03 00:00:00+00:00,1,1,2,2
2026-06-04 00:00:00+00:00,0,0,3,3
2026-06-05 00:00:00+00:00,0,0,14,9
2026-06-06 00:00:00+00:00,1,1,4,3
2026-06-07 00:00:00+00:00,0,0,2,2
2026-06-08 00:00:00+00:00,1,1,9,6
2026-06-09 00:00:00+00:00,1,1,11,7
2026-06-10 00:00:00+00:00,1,1,9,8
2026-06-11 00:00:00+00:00,0,0,11,9
2026-06-12 00:00:00+00:00,0,0,9,7
