time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-15 00:00:00+00:00,1,1,10,5
2026-05-16 00:00:00+00:00,0,0,1,1
2026-05-17 00:00:00+00:00,2,2,1,1
2026-05-18 00:00:00+00:00,2,2,6,4
2026-05-19 00:00:00+00:00,2,2,15,4
2026-05-20 00:00:00+00:00,1,1,17,14
2026-05-21 00:00:00+00:00,2,2,8,6
2026-05-22 00:00:00+00:00,0,0,16,10
2026-05-23 00:00:00+00:00,0,0,2,1
2026-05-24 00:00:00+00:00,3,3,1,1
2026-05-25 00:00:00+00:00,1,1,13,6
2026-05-26 00:00:00+00:00,1,1,28,11
2026-05-27 00:00:00+00:00,3,3,8,8
2026-05-28 00:00:00+00:00,0,0,9,6
