referrer,views_total,views_unique
Google,78,45
Bing,16,3
github.com,13,3
academic.oup.com,7,2
safe.menlosecurity.com,6,3
scl.kyoto-u.ac.jp,2,1
chatgpt.com,1,1
nf-co.re,1,1
statics.teams.cdn.office.net,1,1
