referrer,views_total,views_unique
Google,64,45
rt.csc.fi,11,2
academic.oup.com,6,5
github.com,4,4
kazumaxneo.hatenablog.com,2,1
DuckDuckGo,1,1
dt-hub.dzif.de,1,1
hatenablog-parts.com,1,1
