time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-01 00:00:00+00:00,1,1,13,10
2026-04-02 00:00:00+00:00,2,2,12,10
2026-04-03 00:00:00+00:00,5,4,6,5
2026-04-04 00:00:00+00:00,2,1,4,4
2026-04-05 00:00:00+00:00,2,2,9,3
2026-04-06 00:00:00+00:00,0,0,6,5
2026-04-07 00:00:00+00:00,4,2,15,11
2026-04-08 00:00:00+00:00,3,2,21,13
2026-04-09 00:00:00+00:00,0,0,20,12
2026-04-10 00:00:00+00:00,1,1,15,7
2026-04-11 00:00:00+00:00,0,0,3,2
2026-04-12 00:00:00+00:00,2,2,1,1
2026-04-13 00:00:00+00:00,1,1,21,9
2026-04-14 00:00:00+00:00,1,1,14,6
