referrer,views_total,views_unique
Google,92,42
academic.oup.com,10,9
github.com,4,2
chatgpt.com,3,1
statics.teams.cdn.office.net,2,1
dt-hub.dzif.de,1,1
bioconda.github.io,1,1
cn.bing.com,1,1
Bing,1,1
software.cqls.oregonstate.edu,1,1
