time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-16 00:00:00+00:00,2,2,3,3
2026-06-17 00:00:00+00:00,1,1,7,7
2026-06-18 00:00:00+00:00,0,0,6,3
2026-06-19 00:00:00+00:00,0,0,6,5
2026-06-20 00:00:00+00:00,1,1,1,1
2026-06-21 00:00:00+00:00,0,0,1,1
2026-06-22 00:00:00+00:00,2,2,5,4
2026-06-23 00:00:00+00:00,2,2,8,6
2026-06-24 00:00:00+00:00,3,3,8,6
2026-06-25 00:00:00+00:00,1,1,18,10
2026-06-26 00:00:00+00:00,1,1,11,4
2026-06-27 00:00:00+00:00,2,1,6,3
2026-06-28 00:00:00+00:00,1,1,2,2
2026-06-29 00:00:00+00:00,0,0,10,8
