url_path,views_total,views_unique
/hzi-bifo/RiboDetector,161,75
/hzi-bifo/RiboDetector/tree/pip/ribodetector,53,6
/hzi-bifo/RiboDetector/issues,23,4
/hzi-bifo/RiboDetector/blob/pip/README.md,19,4
/hzi-bifo/RiboDetector/tree/pip/ribodetector/data,15,3
/hzi-bifo/RiboDetector/issues/53,14,1
/hzi-bifo/RiboDetector/tree/pip/ribodetector/data_loader,10,3
/hzi-bifo/RiboDetector/blob/pip/setup.py,9,3
/hzi-bifo/RiboDetector/tree/pip/ribodetector/base,9,3
/hzi-bifo/RiboDetector/tree/pip/ribodetector/benchmarks,7,3
