referrer,views_total,views_unique
Google,30,10
github.com,28,9
academic.oup.com,4,3
clowm.bi.denbi.de,2,2
Bing,1,1
DuckDuckGo,1,1
claude.ai,1,1
metagenomics.github.io,1,1
