time_iso8601,forks_cumulative
2016-11-07 00:00:00+00:00,1
2017-04-20 00:00:00+00:00,2
2017-08-04 00:00:00+00:00,3
2018-09-20 00:00:00+00:00,4
2019-10-14 00:00:00+00:00,5
2021-02-19 00:00:00+00:00,6
2022-10-07 00:00:00+00:00,7
2022-11-03 00:00:00+00:00,8
2025-07-03 00:00:00+00:00,9
