url_path,views_total,views_unique
/CAMI-challenge/OPAL,19,9
/CAMI-challenge/OPAL/blob/master/data/goldstandard_low_1.bin,11,2
/CAMI-challenge/OPAL/blob/master/data/gs_cami_i_hc.profile,11,2
/CAMI-challenge/OPAL/blob/master/data/cranky_wozniak_13,9,3
/CAMI-challenge/OPAL/blob/master/EXAMPLES.md,6,4
/CAMI-challenge/OPAL/issues/25,5,5
/CAMI-challenge/OPAL/tree/master/data,5,3
/CAMI-challenge/OPAL/blob/master/data/gs_cami_ii_mg.profile,4,2
/CAMI-challenge/OPAL/blob/master/data/cfk7b.profile,3,2
/CAMI-challenge/OPAL/blob/master/data/evil_darwin_13,3,2
