url_path,views_total,views_unique
/BiBiServ/bibigrid,15,9
/BiBiServ/bibigrid/blob/master/documentation/markdown/features/configuration.md,6,5
/BiBiServ/bibigrid/blob/master/documentation/markdown/bibigrid_feature_list.md,6,4
/BiBiServ/bibigrid/tree/master/bibigrid,5,3
/BiBiServ/bibigrid/tree/master,3,2
/BiBiServ/bibigrid/tree/master/bibigrid/resources,3,2
/BiBiServ/bibigrid/tree/master/bibigrid/resources/playbook/roles/bibigrid/templates,3,1
/BiBiServ/bibigrid/issues,2,2
/BiBiServ/bibigrid/tree/master/bibigrid/models,2,2
/BiBiServ/bibigrid/tree/master/bibigrid/openstack,2,2
